"country"	"core_capacity"	"requirement"	"action"	"year_number"	"year_calendar"	"cost"	"currency"	"notes"
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Validate the LNFS response plan and SOP(10pax*2 days)"	"2"	"2019"	"1,700"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Validate the LNFS response plan and SOP(10pax*2 days)"	"3"	"2020"	"1,700"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Validate the LNFS response plan and SOP(10pax*2 days)"	"4"	"2021"	"1,700"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Validate the LNFS response plan and SOP(10pax*2 days)"	"5"	"2022"	"1,700"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Print and disseminate 100 copies of the plan and SOP"	"1"	"2018"	"1,875"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Print and disseminate 100 copies of the plan and SOP"	"2"	"2019"	"1,875"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Print and disseminate 100 copies of the plan and SOP"	"3"	"2020"	"1,875"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Print and disseminate 100 copies of the plan and SOP"	"4"	"2021"	"1,875"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen the Liberia National Fire Service response plan and standard operating procedures (SOPs)"	"Print and disseminate 100 copies of the plan and SOP"	"5"	"2022"	"1,875"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border meetings for information sharing and joint planning annually (30Pax*3*5years)"	"1"	"2018"	"19,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border meetings for information sharing and joint planning annually (30Pax*3*5years)"	"2"	"2019"	"19,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border meetings for information sharing and joint planning annually (30Pax*3*5years)"	"3"	"2020"	"19,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border meetings for information sharing and joint planning annually (30Pax*3*5years)"	"4"	"2021"	"19,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border meetings for information sharing and joint planning annually (30Pax*3*5years)"	"5"	"2022"	"19,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border county level bilateral security and health meetings monthly (20Pax*1*12* 5 years)"	"1"	"2018"	"38,760"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border county level bilateral security and health meetings monthly (20Pax*1*12* 5 years)"	"2"	"2019"	"38,760"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border county level bilateral security and health meetings monthly (20Pax*1*12* 5 years)"	"3"	"2020"	"38,760"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border county level bilateral security and health meetings monthly (20Pax*1*12* 5 years)"	"4"	"2021"	"38,760"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen regional and continental collaboration of security sector for Health Disaster response (APORA, ECOWAS, MRU)"	"Hold cross border county level bilateral security and health meetings monthly (20Pax*1*12* 5 years)"	"5"	"2022"	"38,760"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Workshops to develop MOU and SOPs with triggers for collaboration between PH sector and security sector (60Pax*4days*3years)"	"1"	"2018"	"171,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Workshops to develop MOU and SOPs with triggers for collaboration between PH sector and security sector (60Pax*4days*3years)"	"2"	"2019"	"171,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Workshops to develop MOU and SOPs with triggers for collaboration between PH sector and security sector (60Pax*4days*3years)"	"3"	"2020"	"171,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Workshops to develop MOU and SOPs with triggers for collaboration between PH sector and security sector (60Pax*4days*3years)"	"4"	"2021"	"171,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Workshops to develop MOU and SOPs with triggers for collaboration between PH sector and security sector (60Pax*4days*3years)"	"5"	"2022"	"171,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Monthly Joint security meetings to integrate efforts for strategic response (25Pax*1*12 * 5 years)"	"1"	"2018"	"22,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Monthly Joint security meetings to integrate efforts for strategic response (25Pax*1*12 * 5 years)"	"2"	"2019"	"22,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Monthly Joint security meetings to integrate efforts for strategic response (25Pax*1*12 * 5 years)"	"3"	"2020"	"22,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Monthly Joint security meetings to integrate efforts for strategic response (25Pax*1*12 * 5 years)"	"4"	"2021"	"22,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Monthly Joint security meetings to integrate efforts for strategic response (25Pax*1*12 * 5 years)"	"5"	"2022"	"22,500"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Quarterly joint meeting between security agencies and Public Health Sector (40Pax*1*4*5)"	"1"	"2018"	"11,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Quarterly joint meeting between security agencies and Public Health Sector (40Pax*1*4*5)"	"2"	"2019"	"11,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Quarterly joint meeting between security agencies and Public Health Sector (40Pax*1*4*5)"	"3"	"2020"	"11,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Quarterly joint meeting between security agencies and Public Health Sector (40Pax*1*4*5)"	"4"	"2021"	"11,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Quarterly joint meeting between security agencies and Public Health Sector (40Pax*1*4*5)"	"5"	"2022"	"11,400"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Nominate contact points for the joint collaboration with health (No cost)"	"N/A"	"N/A"	"0"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Create a medium for communication and health related information sharing amongst Public Health and Security sectors (No cost)"	"N/A"	"N/A"	"0"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Conduct annual joint simulation exercises for national disaster response in consultation with the National Disaster Agency, (80Pax*3day*5years)"	"1"	"2018"	"37,850"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Conduct annual joint simulation exercises for national disaster response in consultation with the National Disaster Agency, (80Pax*3day*5years)"	"2"	"2019"	"37,850"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Conduct annual joint simulation exercises for national disaster response in consultation with the National Disaster Agency, (80Pax*3day*5years)"	"3"	"2020"	"37,850"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Conduct annual joint simulation exercises for national disaster response in consultation with the National Disaster Agency, (80Pax*3day*5years)"	"4"	"2021"	"37,850"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Strengthen collaboration between public health sector and security sector"	"Conduct annual joint simulation exercises for national disaster response in consultation with the National Disaster Agency, (80Pax*3day*5years)"	"5"	"2022"	"37,850"	"USD (2018)"	NA
"Liberia"	"R.2 Linking Public Health and Security Authorities"	"Review and Update LNP Strategic Plan/ SOP to reflect Emergency Health Response"	"Organize workshops to review and update existing MOU and SOPs to suit present reality ( working session with 20 persons for 2 days)"	"1"	"2018"	"2,900"	"USD (2018)"	NA
